Provincias;Ramas de actividad;periodo;Total
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);8.876.564
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;6.310.676
07 Balears, Illes;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;11.653.261
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);8.116.266
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;7.758.796
07 Balears, Illes;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;8.527.791
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);6.070.699
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;5.860.780
07 Balears, Illes;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;6.175.425
07 Balears, Illes;Valor añadido bruto total;2021(P);27.170.811
07 Balears, Illes;Valor añadido bruto total;2020;23.905.508
07 Balears, Illes;Valor añadido bruto total;2019;30.777.649
07 Balears, Illes;Impuestos netos sobre los productos;2021(P);2.860.857
07 Balears, Illes;Impuestos netos sobre los productos;2020;2.292.582
07 Balears, Illes;Impuestos netos sobre los productos;2019;3.157.653
07 Balears, Illes;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);30.031.668
07 Balears, Illes;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;26.198.090
07 Balears, Illes;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;33.935.302
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);173.721.885
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;160.180.344
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;179.195.294
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;2021(P);723.577
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;2020;823.535
08 Barcelona;A. Agricultura, ganadería, silvicultura y pesca;2019;895.896
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);32.134.195
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;29.055.554
08 Barcelona;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;31.248.511
08 Barcelona;C. - De las cuales: Industria manufacturera;2021(P);27.764.672
08 Barcelona;C. - De las cuales: Industria manufacturera;2020;25.263.528
08 Barcelona;C. - De las cuales: Industria manufacturera;2019;27.412.031
08 Barcelona;F. Construcción;2021(P);7.393.843
08 Barcelona;F. Construcción;2020;7.182.337
08 Barcelona;F. Construcción;2019;8.229.130
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);42.489.644
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;36.678.272
08 Barcelona;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;46.043.711
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);42.975.113
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;41.181.032
08 Barcelona;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;43.372.364
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);31.456.531
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;31.242.312
08 Barcelona;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;32.731.702
08 Barcelona;Valor añadido bruto total;2021(P);157.172.903
08 Barcelona;Valor añadido bruto total;2020;146.163.042
08 Barcelona;Valor añadido bruto total;2019;162.521.314
08 Barcelona;Impuestos netos sobre los productos;2021(P);16.548.982
08 Barcelona;Impuestos netos sobre los productos;2020;14.017.302
08 Barcelona;Impuestos netos sobre los productos;2019;16.673.980
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);173.721.885
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;160.180.344
08 Barcelona;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;179.195.294
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);35.446.900
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;32.929.019
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;36.767.806
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;2021(P);70.267
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;2020;73.997
48 Bizkaia;A. Agricultura, ganadería, silvicultura y pesca;2019;80.500
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);6.216.317
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;5.610.559
48 Bizkaia;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;6.422.101
48 Bizkaia;C. - De las cuales: Industria manufacturera;2021(P);4.877.367
48 Bizkaia;C. - De las cuales: Industria manufacturera;2020;4.163.901
48 Bizkaia;C. - De las cuales: Industria manufacturera;2019;4.878.649
48 Bizkaia;F. Construcción;2021(P);2.531.960
48 Bizkaia;F. Construcción;2020;2.501.960
48 Bizkaia;F. Construcción;2019;2.775.398
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);7.637.754
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;6.701.292
48 Bizkaia;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;8.332.364
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);8.394.418
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;8.114.266
48 Bizkaia;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;8.238.406
48 Bizkaia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);7.219.464
48 Bizkaia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;7.045.343
48 Bizkaia;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;7.497.822
48 Bizkaia;Valor añadido bruto total;2021(P);32.070.180
48 Bizkaia;Valor añadido bruto total;2020;30.047.417
48 Bizkaia;Valor añadido bruto total;2019;33.346.591
48 Bizkaia;Impuestos netos sobre los productos;2021(P);3.376.720
48 Bizkaia;Impuestos netos sobre los productos;2020;2.881.602
48 Bizkaia;Impuestos netos sobre los productos;2019;3.421.215
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);35.446.900
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;32.929.019
48 Bizkaia;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;36.767.806
09 Burgos;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2021(P);10.276.704
09 Burgos;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2020;9.571.028
09 Burgos;PRODUCTO INTERIOR BRUTO A PRECIOS DE MERCADO;2019;10.596.493
09 Burgos;A. Agricultura, ganadería, silvicultura y pesca;2021(P);537.609
09 Burgos;A. Agricultura, ganadería, silvicultura y pesca;2020;478.764
09 Burgos;A. Agricultura, ganadería, silvicultura y pesca;2019;423.763
09 Burgos;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2021(P);2.948.934
09 Burgos;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2020;2.703.579
09 Burgos;B_E. Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;2019;3.069.858
09 Burgos;C. - De las cuales: Industria manufacturera;2021(P);2.524.749
09 Burgos;C. - De las cuales: Industria manufacturera;2020;2.158.189
09 Burgos;C. - De las cuales: Industria manufacturera;2019;2.294.659
09 Burgos;F. Construcción;2021(P);527.010
09 Burgos;F. Construcción;2020;560.582
09 Burgos;F. Construcción;2019;642.790
09 Burgos;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2021(P);1.630.774
09 Burgos;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2020;1.390.971
09 Burgos;G_J. Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones;2019;1.733.220
09 Burgos;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2021(P);1.738.882
09 Burgos;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2020;1.678.852
09 Burgos;K_N. Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares;2019;1.715.185
09 Burgos;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2021(P);1.914.522
09 Burgos;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2020;1.920.724
09 Burgos;O_U. Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios;2019;2.025.682
